Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,N_HOMO,N_LUMO,N_DM,N_EB,N_EA_H,N_EA_nonH,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,N_HOMO_PM6,N_LUMO_PM6,N_DM_PM6,N_EB_PM6,N_EA_H_PM6,N_EA_nonH_PM6
molecule_667,Train,Cn1cnc2ccccc12,acetonitrile,N-SP2,10.37,-4.7,-4.7,-3.3,-0.3,4.3,-0.27559,0.01343,3.8379,-0.53208,0.24038,0.28682,154.4767527,79.54672372,-0.130763255,-0.102188,-0.241763,-0.32749,-0.00493,4.427,-0.321418,0.180537,0.050951
molecule_668,Train,Cc1[nH]c2ccccc2n1,dimethylsulfoxide,N-SP2,10.02,-7.2,4,-4,2.6,0.6,-0.27239,0.01716,3.5959,-0.67978,0.4261,0.46544,217.2603942,84.3540707,-0.134477398,-0.079732,-0.243505,-0.32805,-0.00351,3.701,-0.497579,0.277247,0.285115
molecule_669,Train,Cc1ccc2nc[nH]c2c1,dimethylsulfoxide,N-SP2,10.69,-7.2,4,-4,2.6,0.6,-0.27089,0.01703,3.5091,-0.64013,0.42838,0.27376,155.3998847,80.73937338,-0.11546131,-0.0733,-0.239212,-0.32715,-0.0047,3.7578,-0.511663,0.275713,0.176962
molecule_67,Train,[H][Sn](CCCC)(CCCC)CCCC,dichloromethane,H-Donor,9.96,-0.7,-6.5,-1.3,1.3,2,-0.30165,0.0687,0.5613,-0.93853,0.23484,1.71003,111.6049048,53.93817029,-0.135500766,-0.04433,-0.113547,-0.34801,0.04731,0.677,-0.579499,0.153043,0.825846
molecule_670,Train,Cc1[nH]c2cc(C)ccc2n1,dimethylsulfoxide,N-SP2,10.21,-7.2,4,-4,2.6,0.6,-0.26348,0.02141,3.513,-0.67949,0.42545,0.4619,217.7473339,84.74115877,-0.109486582,-0.070124,-0.244263,-0.3185,0.00104,3.6612,-0.509087,0.276917,0.274867
molecule_671,Train,Cc1cc2[nH]cnc2cc1C,dimethylsulfoxide,N-SP2,11.08,-7.2,4,-4,2.6,0.6,-0.26739,0.0192,3.3828,-0.6471,0.42776,0.27367,154.8095779,79.75471044,-0.109742365,-0.059701,-0.240405,-0.32127,-0.0029,3.7312,-0.489215,0.274463,0.097101
molecule_672,Train,COc1ccc2nc[nH]c2c1,dimethylsulfoxide,N-SP2,11,-7.2,4,-4,2.6,0.6,-0.25602,0.01562,2.437,-0.61943,0.4287,0.34277,154.5066386,79.56828946,-0.103008403,-0.066863,-0.239128,-0.31683,-0.00757,2.4272,-0.397258,0.278699,0.382359
molecule_673,Train,[nH]1nnc2ccccc12,acetonitrile,N-SP2,7.69,-4.7,-4.7,-3.3,-0.3,4.3,-0.29905,-0.01361,3.9993,-0.38993,0.43346,0.12226,157.9712716,81.32638707,-0.143866156,-0.091089,-0.149056,-0.35231,-0.02654,4.3555,-0.221384,0.29403,0.030801
molecule_674,Train,Cn1nnc2ccccc12,acetonitrile,N-SP2,7.77,-4.7,-4.7,-3.3,-0.3,4.3,-0.29165,-0.01109,4.1079,-0.39914,0.24573,0.13288,157.8456877,81.53351397,-0.126708765,-0.100782,-0.154569,-0.34178,-0.02067,4.7666,-0.289559,0.184647,0.011986
molecule_676,Train,CCN(CC)CC,dichloromethane,N-SP3,17.3,-0.7,-6.5,-1.3,1.3,2,-0.26768,0.09759,0.5016,-0.63528,0.21965,-0.21097,192.2138467,103.6893884,-0.275459802,-0.277564,-0.155574,-0.3117,0.10606,1.2298,-0.471515,0.165723,-0.097555
molecule_678,Train,CN1CCCC1,dichloromethane,N-SP3,20.6,-0.7,-6.5,-1.3,1.3,2,-0.27064,0.09053,0.4625,-0.57943,0.22554,-0.21292,230.8885958,81.84977547,-0.28471419,-0.294975,-0.176615,-0.32039,0.10871,1.7542,-0.342648,0.147885,-0.140177
molecule_68,Train,C1=CC=CCC=C1,dichloromethane,H-Donor,0.52,-0.7,-6.5,-1.3,1.3,2,-0.27247,-0.00093,0.2984,-0.50864,0.24133,-0.16871,158.9684338,49.53758852,-0.11755887,-0.038458,0.041324,-0.32654,0.0104,0.3683,-0.280982,0.160527,-0.107314
molecule_680,Train,CN1CCCCC1,dichloromethane,N-SP3,18.9,-0.7,-6.5,-1.3,1.3,2,-0.27042,0.09281,0.4056,-0.58308,0.22835,-0.21488,192.4104233,75.99052571,-0.281194191,-0.266537,-0.17073,-0.31356,0.10915,1.4962,-0.344874,0.14988,-0.135891
molecule_682,Train,CN1CCOCC1,dichloromethane,N-SP3,16.5,-0.7,-6.5,-1.3,1.3,2,-0.2781,0.09574,1.3291,-0.61599,0.22438,-0.05847,208.975411,76.90728052,-0.274745061,-0.214519,-0.171254,-0.32637,0.08066,1.9025,-0.452814,0.152445,-0.002393
molecule_69,Train,N1(CCCC1)C2=CCCC2,dichloromethane,C-Pi,15.91,-0.7,-6.5,-1.3,1.3,2,-0.22157,0.08565,1.9421,-0.53626,0.23313,0.20853,134.2688483,93.93039693,-0.183223732,-0.184893,-0.122039,-0.29432,0.05863,1.7993,-0.347274,0.153283,0.182777
molecule_699,Test,O=C1[N-]C(=O)c2ccccc12,dimethylsulfoxide,N-SP2-anion,15.52,-7.2,4,-4,2.6,0.6,-0.11673,0.12748,8.2688,-0.74054,0.2258,0.69731,151.261845,68.77685748,-0.255819895,-0.256172,-0.338841,-0.20155,0.10936,10.0651,-0.71357,0.14543,0.63442
molecule_70,Train,N1(CCCCC1)C2=CCCC2,dichloromethane,C-Pi,15.06,-0.7,-6.5,-1.3,1.3,2,-0.23736,0.0796,1.2124,-0.5523,0.23221,0.20047,132.6120095,92.23580635,-0.17262362,-0.174968,-0.105351,-0.29164,0.05833,1.5934,-0.355598,0.153626,0.182369
molecule_700,Train,O=C1CCC(=O)[N-]1,dimethylsulfoxide,N-SP2-anion,16.03,-7.2,4,-4,2.6,0.6,-0.10485,0.22933,4.8634,-0.74814,0.21481,0.70611,152.9678472,69.54683495,-0.242855436,-0.092107,-0.339148,-0.19208,0.1859,6.4283,-0.716222,0.145867,0.651478
molecule_701,Train,O=C1[N-]C(=O)C=C1,dimethylsulfoxide,N-SP2-anion,14.87,-7.2,4,-4,2.6,0.6,-0.10172,0.14779,4.5306,-0.77574,0.20079,0.67731,149.623113,68.06542639,-0.276853971,-0.278276,-0.359821,-0.19648,0.134,5.5473,-0.722742,0.149695,0.634758
molecule_702,Train,[NH-]C(=O)C(F)(F)F,dimethylsulfoxide,N-SP2-anion,15.81,-7.2,4,-4,2.6,0.6,-0.07238,0.28265,5.9117,-0.8963,0.29579,1.08477,148.2198902,81.53594132,-0.42250874,-0.198964,-0.454858,-0.19564,0.21538,4.6551,-0.727507,0.235414,0.603027
molecule_703,Train,C[N-]C(=O)C(F)(F)F,dimethylsulfoxide,N-SP2-anion,15.7,-7.2,4,-4,2.6,0.6,-0.07483,0.26838,2.5528,-0.77383,0.16825,1.13151,167.849642,98.04193188,-0.281579208,-0.283728,-0.368602,-0.17035,0.21604,1.3891,-0.701257,0.117872,0.502531
molecule_704,Train,CC1(C)CCC(=O)[N-]C1=O,dimethylsulfoxide,N-SP2-anion,17.52,-7.2,4,-4,2.6,0.6,-0.107,0.20682,7.5758,-0.75206,0.23359,0.71606,150.7457919,75.98165857,-0.270657383,-0.273196,-0.325996,-0.17178,0.18441,10.0804,-0.736453,0.169246,0.679154
molecule_705,Train,CC(=O)[N-]C(C)=O,dimethylsulfoxide,N-SP2-anion,16.05,-7.2,4,-4,2.6,0.6,-0.09168,0.23079,3.4229,-0.84761,0.20802,0.71253,144.4632584,95.52656773,-0.227477016,-0.203305,-0.358401,-0.18065,0.2062,4.6788,-0.827244,0.16672,0.721598
molecule_706,Train,N#C[NH-],dimethylsulfoxide,N-SP2-anion,20.33,-7.2,4,-4,2.6,0.6,-0.01799,0.31239,2.0364,-1.02088,0.3097,0.44914,98.5826228,54.41090111,-0.372093102,-0.379375,-0.504428,-0.11307,0.28356,2.5896,-0.828719,0.208438,0.302632
molecule_707,Train,Cc1ccc(cc1)[S]([NH-])(=O)=O,dimethylsulfoxide,N-SP2-anion,17.14,-7.2,4,-4,2.6,0.6,-0.08742,0.14737,8.833,-1.24009,0.33095,2.26436,106.0947424,73.63646364,-0.345068166,-0.349661,-0.499706,-0.16169,0.12898,10.9317,-1.233835,0.239761,2.461392
molecule_708,Train,C[S]([NH-])(=O)=O,dimethylsulfoxide,N-SP2-anion,18.61,-7.2,4,-4,2.6,0.6,-0.06984,0.2667,2.3393,-1.26718,0.32521,2.24595,136.5713222,73.86764231,-0.353882439,-0.368092,-0.523915,-0.15177,0.23866,3.5948,-1.245497,0.234865,2.498779
molecule_709,Train,O=C1C[N-]C(=O)N1,dimethylsulfoxide,N-SP2-anion,17.52,-7.2,4,-4,2.6,0.6,-0.07349,0.23263,3.129,-0.77474,0.39423,0.82066,137.2571612,66.86369393,-0.29568491,-0.297641,-0.391685,-0.17243,0.18017,3.2677,-0.658849,0.27347,0.689894
molecule_71,Train,N1(CCCC1)C2=CCCCC2,dichloromethane,C-Pi,14.91,-0.7,-6.5,-1.3,1.3,2,-0.22056,0.08283,1.7058,-0.53764,0.23377,0.20873,229.9226099,97.25474222,-0.176009575,-0.177802,-0.117706,-0.30378,0.05708,1.2737,-0.337163,0.155502,0.180096
molecule_710,Train,O=C1[N-]CCO1,dimethylsulfoxide,N-SP2-anion,22.4,-7.2,4,-4,2.6,0.6,-0.05752,0.2544,5.1174,-0.80051,0.16948,0.91306,144.0419255,67.05538863,-0.29794443,-0.299637,-0.401127,-0.14907,0.25588,6.545,-0.69798,0.099122,0.714859
molecule_711,Train,O=C1[N-]C(CO1)Cc2ccccc2,dimethylsulfoxide,N-SP2-anion,22.67,-7.2,4,-4,2.6,0.6,-0.08155,0.1376,10.9544,-0.84427,0.28724,0.93632,199.3200949,81.01391858,-0.279572576,-0.29093,-0.390183,-0.16517,0.11452,13.0758,-0.735983,0.210318,0.723097
molecule_712,Train,CCOC(=O)[N-]C(C)=O,dimethylsulfoxide,N-SP2-anion,15.99,-7.2,4,-4,2.6,0.6,-0.10661,0.21984,5.0443,-0.83068,0.20949,0.97755,210.0061235,98.63452544,-0.272889229,-0.276584,-0.352005,-0.19625,0.19168,5.8961,-0.775601,0.178849,0.77409
molecule_713,Train,CCOC(=O)C=[S](C)C,dimethylsulfoxide,C-Anion,15.85,-7.2,4,-4,2.6,0.6,-0.24411,0.06265,5.3957,-0.82748,0.2567,0.84324,241.9795814,145.0113217,-0.261226595,-0.2644,-0.216633,-0.33294,0.02213,4.6601,-0.959979,0.236631,0.997635
molecule_714,Train,C[S](C)=CC#N,dimethylsulfoxide,C-Anion,16.23,-7.2,4,-4,2.6,0.6,-0.24468,0.0578,8.4085,-0.84932,0.25826,0.82958,241.280335,144.8284888,-0.240241722,-0.243773,-0.196498,-0.32493,0.01471,8.7047,-0.855364,0.225026,0.942657
molecule_715,Train,CCOC(=O)[CH-][S](C)(=O)=O,dimethylsulfoxide,C-Anion,18,-7.2,4,-4,2.6,0.6,-0.07954,0.2132,5.8993,-1.0015,0.23177,2.13256,161.840116,108.5658331,-0.264422055,-0.266451,-0.245786,-0.19191,0.20691,8.2263,-1.244114,0.238273,2.623443
molecule_716,Train,CCOC(=O)[CH-][S](C)=O,dimethylsulfoxide,C-Anion,20.61,-7.2,4,-4,2.6,0.6,-0.06984,0.21591,5.3306,-1.04133,0.21323,1.18505,176.7621134,123.0990788,-0.241738905,-0.244051,-0.241059,-0.12731,0.20272,6.0578,-0.954644,0.218627,1.121387
molecule_717,Train,[O-]C(=O)[C@@H]1CCCN1C2=CCCCC2,acetonitrile,C-Pi,18.86,-4.7,-4.7,-3.3,-0.3,4.3,-0.07937,0.18998,9.1827,-0.81831,0.25196,0.82446,154.6957996,94.52295676,-0.140851487,-0.097076,-0.111965,-0.14946,0.18482,10.8764,-0.758917,0.17993,0.708726
molecule_718,Train,C1CCC(=CC1)N2CCCC2,acetonitrile,C-Pi,16.42,-4.7,-4.7,-3.3,-0.3,4.3,-0.22056,0.08283,1.7058,-0.53765,0.23377,0.20873,134.774672,96.77586,-0.176009731,-0.177652,-0.117414,-0.30377,0.05708,1.2738,-0.337169,0.155504,0.180119
molecule_719,Train,COC(=O)[C@@H]1CCCN1C2=CCCCC2,acetonitrile,C-Pi,14.96,-4.7,-4.7,-3.3,-0.3,4.3,-0.23307,0.05765,1.1779,-0.62579,0.24662,0.87611,219.4274252,95.63099913,-0.169764315,-0.171329,-0.107204,-0.29891,0.02652,0.7015,-0.499962,0.17441,0.562274
molecule_72,Train,N1(CCOCC1)C2=CCCC2,dichloromethane,C-Pi,13.41,-0.7,-6.5,-1.3,1.3,2,-0.24365,0.07715,0.7306,-0.61467,0.23379,0.19894,131.013952,88.69282133,-0.173613864,-0.176232,-0.103465,-0.30292,0.0486,1.2144,-0.446176,0.154006,0.170876
molecule_720,Train,O=C1[N-]C=CC=C1,dimethylsulfoxide,N-SP2-anion,19.91,-7.2,4,-4,2.6,0.6,-0.05102,0.20766,4.7325,-0.75026,0.198,0.62826,147.9653601,74.84783015,-0.225682005,-0.10754,-0.289952,-0.13843,0.18526,5.838,-0.685159,0.158527,0.657252
molecule_723,Train,O=C1C=C[N-]C=C1,dimethylsulfoxide,N-SP2-anion,18.97,-7.2,4,-4,2.6,0.6,-0.06277,0.21319,1.9143,-0.75504,0.19805,0.43906,137.6639358,63.7616423,-0.2355866,-0.149762,-0.308602,-0.14479,0.17894,2.6593,-0.728053,0.161331,0.625839
molecule_726,Train,O=C1[N-][S](=O)(=O)c2ccccc12,acetonitrile,N-SP2-anion,10.78,-4.7,-4.7,-3.3,-0.3,4.3,-0.13638,0.12006,8.1999,-0.97727,0.23777,2.29453,140.3901478,70.23619409,-0.235220116,-0.237563,-0.336256,-0.2179,0.10145,9.6167,-0.986801,0.157574,2.469871
molecule_727,Train,C[S](C)=O,dimethylsulfoxide,O-Nucleophile,11.3,-7.2,4,-4,2.6,0.6,-0.2842,0.08612,4.0802,-0.97312,0.24806,1.18744,45.88893203,68.83339805,-0.356950206,-0.357554,-0.42747,-0.30723,0.03739,4.615,-0.747674,0.193259,1.090758
molecule_728,Train,C[S](C)=CC(=O)c1ccc(Br)cc1,dimethylsulfoxide,C-Anion,13.78,-7.2,4,-4,2.6,0.6,-0.2448,0.00043,7.6283,-0.77602,0.27562,0.84186,245.1585696,102.8683964,-0.242384644,-0.245442,-0.211148,-0.31266,-0.00415,7.046,-0.976333,0.241624,1.007533
molecule_729,Train,C[S](C)=CC(=O)c1ccccc1,dimethylsulfoxide,C-Anion,13.95,-7.2,4,-4,2.6,0.6,-0.23868,0.01193,6.057,-0.77699,0.27564,0.8412,245.3266352,102.9280585,-0.244747837,-0.247776,-0.212289,-0.30609,0.01178,5.2752,-0.977315,0.241053,1.004486
molecule_73,Train,CN(C1=CC=CC=C1)C2=CCCC2,dichloromethane,C-Pi,12.9,-0.7,-6.5,-1.3,1.3,2,-0.23105,0.02441,0.764,-0.5117,0.24074,0.1987,201.4248333,94.79368628,-0.156527412,-0.158325,-0.109155,-0.30019,0.00911,0.7851,-0.3305,0.167461,0.197457
molecule_730,Test,COc1ccc(cc1)C(=O)C=[S](C)C,dimethylsulfoxide,C-Anion,14.48,-7.2,4,-4,2.6,0.6,-0.23457,0.02047,6.4256,-0.77897,0.27369,0.84236,249.106989,109.6064628,-0.237433153,-0.240569,-0.215559,-0.30235,0.01314,6.2576,-0.981004,0.23983,1.006278
molecule_731,Train,CN(C)c1ccc(cc1)C(=O)C=[S](C)C,dimethylsulfoxide,C-Anion,15.68,-7.2,4,-4,2.6,0.6,-0.22131,0.02877,4.5625,-0.7805,0.27358,0.84222,248.7602212,108.5427946,-0.115788159,-0.117355,-0.217212,-0.29022,0.01763,3.9441,-0.980881,0.239386,1.003972
molecule_732,Train,C[S](C)=Cc1ccc(cc1)[N+]([O-])=O,dimethylsulfoxide,C-Anion,18.42,-7.2,4,-4,2.6,0.6,-0.22511,-0.01625,12.3974,-0.772,0.25977,0.80922,249.4004464,148.1173144,-0.159660043,-0.162293,-0.192386,-0.30755,-0.01685,12.9243,-0.881335,0.214227,0.93936
molecule_733,Train,C[S](C)=Cc1ccc(cc1)C#N,dimethylsulfoxide,C-Anion,21.07,-7.2,4,-4,2.6,0.6,-0.2192,0.00943,11.8072,-0.77352,0.25721,0.8082,244.2349045,147.9290562,-0.153883749,-0.156433,-0.195631,-0.29317,0.00608,10.7132,-0.87699,0.209971,0.92299
molecule_734,Train,C[S](C)(=C)=O,dimethylsulfoxide,C-Anion,21.29,-7.2,4,-4,2.6,0.6,-0.24782,0.07139,4.3505,-1.07438,0.2645,1.75009,159.0021247,87.0711081,-0.333332061,-0.339874,-0.287437,-0.32219,0.07465,5.0371,-1.483874,0.264986,2.654312
molecule_735,Train,C[Si](C)(C)[Si](CC=C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Si,1.95,-0.7,-6.5,-1.3,1.3,2,-0.27929,0.03672,0.5274,-1.15496,0.25269,1.34602,105.3913066,71.72296927,-0.115851483,-0.041,-0.106809,-0.2648,0.00904,2.1024,-0.707175,0.186634,0.496095
molecule_736,Train,CC(=C)C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Si,4.63,-0.7,-6.5,-1.3,1.3,2,-0.27906,0.03692,0.575,-1.15599,0.25197,1.35104,111.1222331,70.06584454,-0.114126164,-0.036374,-0.11817,-0.26483,0.00886,1.1854,-0.70697,0.189958,0.497961
molecule_737,Train,CC(=C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Pi,6.04,-0.7,-6.5,-1.3,1.3,2,-0.26627,0.02493,0.4925,-1.15959,0.25466,1.32242,215.3292266,101.6049488,-0.103977236,-0.168231,-0.159164,-0.25517,-0.00292,3.962,-0.708781,0.18755,0.562707
molecule_738,Train,C[Si](C)(C)[Si](OC1=CCCCC1)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Pi,5.07,-0.7,-6.5,-1.3,1.3,2,-0.25832,0.02633,0.5266,-1.15938,0.25292,1.32067,217.0775316,130.6480642,-0.12363384,-0.125066,-0.093411,-0.25379,-0.00163,3.6948,-0.708396,0.178786,0.558444
molecule_739,Train,C[Si](C)(C)[Si](OC=C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Pi,4.01,-0.7,-6.5,-1.3,1.3,2,-0.26233,0.01873,1.7615,-1.15749,0.25469,1.32152,220.6920394,106.5865527,-0.121363277,-0.122534,-0.140988,-0.25585,-0.00298,3.063,-0.710023,0.183827,0.565395
molecule_74,Train,CN(C1=CC=CC=C1)C2=CCCCC2,dichloromethane,C-Pi,10.73,-0.7,-6.5,-1.3,1.3,2,-0.23799,0.03631,1.854,-0.53178,0.24788,0.19922,216.2288005,98.8070801,-0.138701197,-0.049247,-0.055753,-0.29629,0.02257,2.3216,-0.331298,0.169243,0.267201
molecule_740,Train,CN1CCN2CCN(C)c3cncc1c23,acetonitrile,N-SP2,16.65,-4.7,-4.7,-3.3,-0.3,4.3,-0.22349,0.04303,4.647,-0.54003,0.22512,0.14531,148.4464954,65.04836036,-0.097049743,-0.074873,-0.220583,-0.29121,0.01147,4.7521,-0.324632,0.173536,0.074318
molecule_741,Train,CCN1CCN2CCN(CC)c3cncc1c23,acetonitrile,N-SP2,16.81,-4.7,-4.7,-3.3,-0.3,4.3,-0.22259,0.04317,4.4324,-0.65408,0.22618,0.13764,135.55878,68.573827,-0.09457897,-0.069759,-0.219234,-0.28883,0.01422,4.6757,-0.518116,0.175549,0.101896
molecule_742,Train,C1CN(Cc2ccccc2)c3cncc4N(CCN1c34)Cc5ccccc5,acetonitrile,N-SP2,17.69,-4.7,-4.7,-3.3,-0.3,4.3,-0.22608,0.01651,4.6175,-0.54567,0.24362,0.14982,157.4465678,75.93297338,-0.094102274,-0.070812,-0.219147,-0.29193,0.00297,4.6656,-0.284032,0.17519,0.091751
molecule_743,Train,CC(=O)N1CCN2CCN(C(C)=O)c3cncc1c23,acetonitrile,N-SP2,15.39,-4.7,-4.7,-3.3,-0.3,4.3,-0.25801,0.02122,10.2473,-0.73446,0.2569,0.75219,125.9684232,65.4684599,-0.117912776,-0.091516,-0.209821,-0.31392,-0.00231,11.3324,-0.611481,0.209639,0.640778
molecule_744,Train,O=C(N1CCN2CCN(C(=O)c3ccccc3)c4cncc1c24)c5ccccc5,acetonitrile,N-SP2,14.19,-4.7,-4.7,-3.3,-0.3,4.3,-0.25742,-0.01572,9.614,-0.59994,0.24967,0.74943,140.9864564,64.74203204,-0.119435944,-0.084346,-0.207424,-0.3133,-0.01532,11.7249,-0.500804,0.209622,0.585526
molecule_75,Train,C/C(C)=C/N1CCOCC1,dichloromethane,C-Pi,10.04,-0.7,-6.5,-1.3,1.3,2,-0.23543,0.0742,0.5947,-0.65836,0.23465,0.01265,199.9278757,99.94589405,-0.147468172,-0.14228,-0.041917,-0.32073,0.04173,2.4574,-0.503639,0.167693,0.097194
molecule_76,Train,C=CN1C2=C(C=CC=C2)C3=C1C=CC=C3,dichloromethane,C-Pi,5.02,-0.7,-6.5,-1.3,1.3,2,-0.25223,-0.00773,0.8376,-0.45931,0.23966,0.20719,212.26858,83.0393251,-0.100649552,-0.101956,-0.109505,-0.30302,-0.01606,0.5981,-0.460549,0.172663,0.167508
molecule_77,Train,CC(C)[Si](C(C)C)(C(C)C)N1C=CC=C1,dichloromethane,C-Pi,3.12,-0.7,-6.5,-1.3,1.3,2,-0.2575,0.06726,2.2652,-0.82208,0.2528,2.05826,217.6333792,107.756824,-0.176719111,-0.105765,-0.099287,-0.31471,0.02792,2.9549,-0.45006,0.159334,0.538273
molecule_78,Train,C1(C=CC=C2)=C2NC=C1,dichloromethane,C-Pi,5.55,-0.7,-6.5,-1.3,1.3,2,-0.25496,0.0207,2.2438,-0.59361,0.42188,0.1709,215.8791362,89.9403276,-0.131971515,-0.132965,-0.096953,-0.31302,0.00288,1.945,-0.265394,0.265647,0.083481
molecule_782,Train,CC([O-])=O,acetonitrile,O-Nucleophile,16.9,-4.7,-4.7,-3.3,-0.3,4.3,-0.07281,0.28293,3.2131,-0.81774,0.19102,0.82981,112.8290268,84.22879384,-0.283519251,-0.282797,-0.493897,-0.16798,0.27423,4.5644,-0.78108,0.153127,0.781449
molecule_785,Train,[O-]C(=O)c1ccccc1,acetonitrile,O-Nucleophile,16.82,-4.7,-4.7,-3.3,-0.3,4.3,-0.10895,0.16224,8.3951,-0.79569,0.24185,0.83048,132.1559853,83.94991697,-0.315697322,-0.314866,-0.454677,-0.18823,0.13839,10.0553,-0.747257,0.160543,0.730026
molecule_787,Train,[O-]C(=O)c1ccc(cc1)[N+]([O-])=O,acetonitrile,O-Nucleophile,15.3,-4.7,-4.7,-3.3,-0.3,4.3,-0.13266,0.06476,8.2467,-0.78349,0.25343,0.82843,132.002443,83.57710766,-0.313352813,-0.312543,-0.441917,-0.21772,0.05563,8.4352,-0.715054,0.184238,0.835065
molecule_789,Train,[O-]C(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,acetonitrile,O-Nucleophile,14.9,-4.7,-4.7,-3.3,-0.3,4.3,-0.14912,0.0456,8.2435,-0.77471,0.28662,0.83446,134.6239767,83.15387405,-0.31257318,-0.311681,-0.431422,-0.23624,0.0366,8.4558,-0.702167,0.197964,0.845793
molecule_79,Train,CN1C2=C(C=CC=C2)C=C1,dichloromethane,C-Pi,5.75,-0.7,-6.5,-1.3,1.3,2,-0.25014,0.02093,2.4867,-0.44811,0.23789,0.17809,197.3117895,89.82558427,-0.140079589,-0.140544,-0.098095,-0.30398,0.00706,2.8293,-0.304381,0.165836,0.068211
molecule_791,Train,COC([O-])=O,acetonitrile,O-Nucleophile,16.03,-4.7,-4.7,-3.3,-0.3,4.3,-0.0934,0.2708,4.316,-0.82779,0.16237,1.06128,55.26503212,82.89754818,-0.388015806,-0.386589,-0.4756,-0.20722,0.25126,5.1572,-0.749718,0.115928,0.825444
molecule_792,Train,C1CSC2=NCCN2C1,dichloromethane,N-SP2,13,-0.7,-6.5,-1.3,1.3,2,-0.26518,0.0535,4.2695,-0.5779,0.25367,0.32673,159.7832204,81.95738774,-0.186565605,-0.187773,-0.260729,-0.32143,0.00712,5.0183,-0.354781,0.168315,0.208103
molecule_793,Train,C1CN2CCN=C2S1,dichloromethane,N-SP2,12.98,-0.7,-6.5,-1.3,1.3,2,-0.26028,0.06542,4.3756,-0.57843,0.24296,0.34549,146.7407631,77.5164143,-0.199258392,-0.200487,-0.275373,-0.31602,-0.00608,6.5824,-0.450725,0.171007,0.267822
molecule_794,Train,C1CN2C(=N1)Sc3ccccc23,dichloromethane,N-SP2,13.42,-0.7,-6.5,-1.3,1.3,2,-0.24479,0.01472,3.2419,-0.56043,0.24114,0.33829,145.7656945,76.62645265,-0.147833843,-0.143681,-0.263194,-0.30592,-0.0125,4.0423,-0.381678,0.170268,0.281518
molecule_795,Train,C1CSC2=NCCCN2C1,dichloromethane,N-SP2,14.1,-0.7,-6.5,-1.3,1.3,2,-0.26138,0.05636,4.2303,-0.58506,0.252,0.36127,236.572108,93.62383331,-0.180166575,-0.180455,-0.256919,-0.3137,0.01418,5.0492,-0.401973,0.168467,0.262154
molecule_796,Train,C1CN=C2SCCN2C1,dichloromethane,N-SP2,14.45,-0.7,-6.5,-1.3,1.3,2,-0.26902,0.06595,4.1174,-0.58166,0.24945,0.36224,160.2501263,87.80480423,-0.192649121,-0.193972,-0.256685,-0.32225,0.00383,5.638,-0.385891,0.172145,0.254823
molecule_797,Train,C1CN=C2Sc3ccccc3N2C1,dichloromethane,N-SP2,13.86,-0.7,-6.5,-1.3,1.3,2,-0.24509,0.01672,3.5089,-0.57642,0.24024,0.3577,158.3872728,86.84679271,-0.166764765,-0.135762,-0.257934,-0.30216,-0.00474,4.4591,-0.392164,0.165792,0.273083
molecule_798,Train,C1CN2C(=N[C@H]1c3ccccc3)Sc4ccccc24,dichloromethane,N-SP2,13.45,-0.7,-6.5,-1.3,1.3,2,-0.24955,0.01296,3.5297,-0.59514,0.2505,0.37294,224.8266425,115.398426,-0.157309215,-0.129605,-0.242077,-0.30489,-0.0074,4.3337,-0.413476,0.170755,0.281
molecule_799,Train,CC(C)[C@@H]1CN2C(=N[C@H]1c3ccccc3)Sc4ccccc24,dichloromethane,N-SP2,14.96,-0.7,-6.5,-1.3,1.3,2,-0.24668,0.01486,3.5411,-0.64259,0.25151,0.37122,225.9350124,107.1140338,-0.153343355,-0.130763,-0.247753,-0.30258,-0.00568,4.5966,-0.50138,0.16619,0.27553
molecule_80,Train,CN1C2=C(C=CC=C2)C=C1C,dichloromethane,C-Pi,6.54,-0.7,-6.5,-1.3,1.3,2,-0.24495,0.02406,2.8527,-0.67151,0.24458,0.20112,230.0436571,89.71832113,-0.137887565,-0.140215,-0.108387,-0.29995,0.01151,3.4217,-0.495033,0.178222,0.175756
molecule_800,Train,C1CN2C(=N[C@@H]1C(c3ccccc3)c4ccccc4)Sc5ccccc25,dichloromethane,N-SP2,15.3,-0.7,-6.5,-1.3,1.3,2,-0.24833,0.01374,3.6378,-0.6001,0.25657,0.37403,258.2191746,143.4994677,-0.156144664,-0.13203,-0.243376,-0.30405,-0.00606,4.3565,-0.424783,0.169214,0.285952
molecule_801,Train,CC(C)[C@H]1CCN2C(=N1)Sc3ccccc23,dichloromethane,N-SP2,16.5,-0.7,-6.5,-1.3,1.3,2,-0.24621,0.01568,3.2987,-0.64447,0.24241,0.37215,245.740867,127.6835979,-0.160698748,-0.130688,-0.239754,-0.30044,-0.00313,4.0141,-0.493447,0.175687,0.277446
