Name,Train_test,SMILES,Solvent,Type,N,sol_PCA1,sol_PCA2,sol_PCA3,sol_PCA4,sol_PCA5,NS_HOMO,NS_LUMO,NS_DM,NS_EB,NS_EA_H,NS_EA_nonH,NS_DeltaG,N_TCA,N_BAD,N_fukui,N_fukui_Li,N_fukui_charge,NS_HOMO_PM6,NS_LUMO_PM6,NS_DM_PM6,NS_EB_PM6,NS_EA_H_PM6,NS_EA_nonH_PM6,NS_DeltaG_PM6
molecule_667,Train,Cn1cnc2ccccc12,acetonitrile,N-SP2,10.37,-4.7,-4.7,-3.3,-0.3,4.3,-0.28239,0.00661,5.1292,-0.57911,0.24734,0.29686,-0.007991,154.4767527,79.54672372,-0.130763255,-0.102188,-0.241763,-0.33829,-0.01536,5.9739,-0.419996,0.197473,0.066333,-0.011869
molecule_668,Train,Cc1[nH]c2ccccc2n1,dimethylsulfoxide,N-SP2,10.02,-7.2,4,-4,2.6,0.6,-0.27972,0.01015,4.9606,-0.68277,0.45184,0.47816,-0.01121,217.2603942,84.3540707,-0.134477398,-0.079732,-0.243505,-0.33865,-0.01397,5.2704,-0.512972,0.305205,0.314573,-0.013394
molecule_669,Train,Cc1ccc2nc[nH]c2c1,dimethylsulfoxide,N-SP2,10.69,-7.2,4,-4,2.6,0.6,-0.27685,0.01092,4.7422,-0.64439,0.45436,0.28367,-0.011223,155.3998847,80.73937338,-0.11546131,-0.0733,-0.239212,-0.33598,-0.01428,5.1764,-0.517849,0.303768,0.158872,-0.012947
molecule_67,Train,[H][Sn](CCCC)(CCCC)CCCC,dichloromethane,H-Donor,9.96,-0.7,-6.5,-1.3,1.3,2,-0.29946,0.07164,0.7657,-0.93991,0.23554,1.72513,-0.004098,111.6049048,53.93817029,-0.135500766,-0.04433,-0.113547,-0.34794,0.04903,0.9875,-0.589988,0.152354,0.861062,-0.002174
molecule_670,Train,Cc1[nH]c2cc(C)ccc2n1,dimethylsulfoxide,N-SP2,10.21,-7.2,4,-4,2.6,0.6,-0.27095,0.01387,4.8833,-0.68262,0.45087,0.47387,-0.010999,217.7473339,84.74115877,-0.109486582,-0.070124,-0.244263,-0.3307,-0.01192,5.1976,-0.516309,0.304747,0.306121,-0.014099
molecule_671,Train,Cc1cc2[nH]cnc2cc1C,dimethylsulfoxide,N-SP2,11.08,-7.2,4,-4,2.6,0.6,-0.27366,0.01277,4.5872,-0.65211,0.45349,0.28258,-0.011565,154.8095779,79.75471044,-0.109742365,-0.059701,-0.240405,-0.33185,-0.01367,5.2285,-0.49536,0.302405,0.077345,-0.013903
molecule_672,Train,COc1ccc2nc[nH]c2c1,dimethylsulfoxide,N-SP2,11,-7.2,4,-4,2.6,0.6,-0.26326,0.00785,3.2236,-0.60737,0.45422,0.33535,-0.01257,154.5066386,79.56828946,-0.103008403,-0.066863,-0.239128,-0.3273,-0.01919,3.2464,-0.397161,0.306036,0.36681,-0.014742
molecule_673,Train,[nH]1nnc2ccccc12,acetonitrile,N-SP2,7.69,-4.7,-4.7,-3.3,-0.3,4.3,-0.29961,-0.01577,5.2302,-0.3697,0.45783,0.12313,-0.0111,157.9712716,81.32638707,-0.143866156,-0.091089,-0.149056,-0.35515,-0.0312,5.9432,-0.232181,0.320144,0.01248,-0.011449
molecule_674,Train,Cn1nnc2ccccc12,acetonitrile,N-SP2,7.77,-4.7,-4.7,-3.3,-0.3,4.3,-0.29469,-0.01536,5.4804,-0.40078,0.25387,0.13311,-0.008348,157.8456877,81.53351397,-0.126708765,-0.100782,-0.154569,-0.34926,-0.02935,6.5467,-0.308347,0.191052,-0.012406,-0.011589
molecule_676,Train,CCN(CC)CC,dichloromethane,N-SP3,17.3,-0.7,-6.5,-1.3,1.3,2,-0.27134,0.0987,0.7383,-0.63791,0.22169,-0.21298,-0.001934,192.2138467,103.6893884,-0.275459802,-0.277564,-0.155574,-0.32434,0.09944,1.649,-0.47802,0.158234,-0.103916,-0.004631
molecule_678,Train,CN1CCCC1,dichloromethane,N-SP3,20.6,-0.7,-6.5,-1.3,1.3,2,-0.27466,0.09136,0.6573,-0.5889,0.22848,-0.21468,-0.001667,230.8885958,81.84977547,-0.28471419,-0.294975,-0.176615,-0.3332,0.10188,2.0674,-0.347307,0.150578,-0.140948,-0.004977
molecule_68,Train,C1=CC=CCC=C1,dichloromethane,H-Donor,0.52,-0.7,-6.5,-1.3,1.3,2,-0.27576,-0.00455,0.4108,-0.51033,0.24452,-0.1713,-0.00252,158.9684338,49.53758852,-0.11755887,-0.038458,0.041324,-0.33151,0.00408,0.5201,-0.28966,0.161869,-0.10451,-0.002224
molecule_680,Train,CN1CCCCC1,dichloromethane,N-SP3,18.9,-0.7,-6.5,-1.3,1.3,2,-0.27421,0.09387,0.5995,-0.59142,0.23082,-0.21676,-0.001763,192.4104233,75.99052571,-0.281194191,-0.266537,-0.17073,-0.32556,0.10281,1.8506,-0.34996,0.151888,-0.138302,-0.005317
molecule_682,Train,CN1CCOCC1,dichloromethane,N-SP3,16.5,-0.7,-6.5,-1.3,1.3,2,-0.28009,0.09895,1.5927,-0.63042,0.2305,-0.06114,-0.003799,208.975411,76.90728052,-0.274745061,-0.214519,-0.171254,-0.33537,0.07099,2.2394,-0.486475,0.155922,-0.002208,-0.007274
molecule_69,Train,N1(CCCC1)C2=CCCC2,dichloromethane,C-Pi,15.91,-0.7,-6.5,-1.3,1.3,2,-0.22572,0.08644,2.509,-0.53513,0.23641,0.21141,-0.00254,134.2688483,93.93039693,-0.183223732,-0.184893,-0.122039,-0.30612,0.04599,2.2222,-0.370753,0.157807,0.183428,-0.005537
molecule_699,Test,O=C1[N-]C(=O)c2ccccc12,dimethylsulfoxide,N-SP2-anion,15.52,-7.2,4,-4,2.6,0.6,-0.271,-0.01159,11.3272,-0.788,0.23921,0.70367,-0.089488,151.261845,68.77685748,-0.255819895,-0.256172,-0.338841,-0.36141,-0.03176,14.1073,-0.820878,0.161602,0.651571,-0.099932
molecule_70,Train,N1(CCCCC1)C2=CCCC2,dichloromethane,C-Pi,15.06,-0.7,-6.5,-1.3,1.3,2,-0.24141,0.07653,1.566,-0.55558,0.23384,0.20004,-0.002422,132.6120095,92.23580635,-0.17262362,-0.174968,-0.105351,-0.30257,0.04679,2.0992,-0.376877,0.157783,0.183004,-0.00564
molecule_700,Train,O=C1CCC(=O)[N-]1,dimethylsulfoxide,N-SP2-anion,16.03,-7.2,4,-4,2.6,0.6,-0.26996,0.0704,6.5646,-0.78985,0.23585,0.71013,-0.093664,152.9678472,69.54683495,-0.242855436,-0.092107,-0.339148,-0.3659,0.01914,8.7156,-0.818624,0.179346,0.663855,-0.104209
molecule_701,Train,O=C1[N-]C(=O)C=C1,dimethylsulfoxide,N-SP2-anion,14.87,-7.2,4,-4,2.6,0.6,-0.26817,-0.00925,6.0188,-0.81798,0.22936,0.67805,-0.092356,149.623113,68.06542639,-0.276853971,-0.278276,-0.359821,-0.36927,-0.02708,7.3598,-0.821148,0.182743,0.641404,-0.099136
molecule_702,Train,[NH-]C(=O)C(F)(F)F,dimethylsulfoxide,N-SP2-anion,15.81,-7.2,4,-4,2.6,0.6,-0.25183,0.11093,6.8453,-0.9243,0.32344,1.09565,-0.093618,148.2198902,81.53594132,-0.42250874,-0.198964,-0.454858,-0.36855,0.04353,6.518,-0.756122,0.260606,0.568223,-0.091039
molecule_703,Train,C[N-]C(=O)C(F)(F)F,dimethylsulfoxide,N-SP2-anion,15.7,-7.2,4,-4,2.6,0.6,-0.24254,0.10548,2.479,-0.80601,0.1903,1.13134,-0.086851,167.849642,98.04193188,-0.281579208,-0.283728,-0.368602,-0.34504,0.04376,2.0239,-0.76412,0.146777,0.498378,-0.096264
molecule_704,Train,CC1(C)CCC(=O)[N-]C1=O,dimethylsulfoxide,N-SP2-anion,17.52,-7.2,4,-4,2.6,0.6,-0.26379,0.05896,10.174,-0.79784,0.23843,0.72713,-0.093797,150.7457919,75.98165857,-0.270657383,-0.273196,-0.325996,-0.34116,0.02105,13.3102,-0.843011,0.182053,0.697275,-0.108916
molecule_705,Train,CC(=O)[N-]C(C)=O,dimethylsulfoxide,N-SP2-anion,16.05,-7.2,4,-4,2.6,0.6,-0.25787,0.06738,4.6885,-0.8518,0.22509,0.71174,-0.089164,144.4632584,95.52656773,-0.227477016,-0.203305,-0.358401,-0.36149,0.02806,6.4666,-0.848822,0.191344,0.730287,-0.107056
molecule_706,Train,N#C[NH-],dimethylsulfoxide,N-SP2-anion,20.33,-7.2,4,-4,2.6,0.6,-0.2155,0.14525,2.6844,-1.03264,0.34964,0.45837,-0.104293,98.5826228,54.41090111,-0.372093102,-0.379375,-0.504428,-0.31317,0.08616,3.2496,-0.850917,0.254425,0.343569,-0.107901
molecule_707,Train,Cc1ccc(cc1)[S]([NH-])(=O)=O,dimethylsulfoxide,N-SP2-anion,17.14,-7.2,4,-4,2.6,0.6,-0.25149,0.01989,12.2246,-1.27317,0.34911,2.26308,-0.10144,106.0947424,73.63646364,-0.345068166,-0.349661,-0.499706,-0.3328,-0.00217,15.3943,-1.27316,0.259498,2.495077,-0.110672
molecule_708,Train,C[S]([NH-])(=O)=O,dimethylsulfoxide,N-SP2-anion,18.61,-7.2,4,-4,2.6,0.6,-0.24625,0.12712,3.3854,-1.29161,0.34565,2.23869,-0.099932,136.5713222,73.86764231,-0.353882439,-0.368092,-0.523915,-0.33115,0.07061,5.6625,-1.286182,0.258497,2.537651,-0.112713
molecule_709,Train,O=C1C[N-]C(=O)N1,dimethylsulfoxide,N-SP2-anion,17.52,-7.2,4,-4,2.6,0.6,-0.23777,0.07976,4.2334,-0.81145,0.42168,0.81264,-0.093189,137.2571612,66.86369393,-0.29568491,-0.297641,-0.391685,-0.34151,0.02174,4.8383,-0.728447,0.301051,0.681548,-0.097595
molecule_71,Train,N1(CCCC1)C2=CCCCC2,dichloromethane,C-Pi,14.91,-0.7,-6.5,-1.3,1.3,2,-0.22475,0.08083,2.2151,-0.53738,0.23817,0.21005,-0.002537,229.9226099,97.25474222,-0.176009575,-0.177802,-0.117706,-0.31156,0.04671,1.6504,-0.358428,0.153973,0.183219,-0.004948
molecule_710,Train,O=C1[N-]CCO1,dimethylsulfoxide,N-SP2-anion,22.4,-7.2,4,-4,2.6,0.6,-0.23004,0.12392,7.2243,-0.82428,0.19501,0.90577,-0.098772,144.0419255,67.05538863,-0.29794443,-0.299637,-0.401127,-0.33279,0.07529,8.7436,-0.745104,0.133749,0.701325,-0.108773
molecule_711,Train,O=C1[N-]C(CO1)Cc2ccccc2,dimethylsulfoxide,N-SP2-anion,22.67,-7.2,4,-4,2.6,0.6,-0.23576,0.02977,14.6926,-0.84495,0.25629,0.92217,-0.090491,199.3200949,81.01391858,-0.279572576,-0.29093,-0.390183,-0.33404,0.00856,17.5824,-0.753085,0.169973,0.701962,-0.103245
molecule_712,Train,CCOC(=O)[N-]C(C)=O,dimethylsulfoxide,N-SP2-anion,15.99,-7.2,4,-4,2.6,0.6,-0.26908,0.06836,6.3757,-0.84934,0.2232,0.98252,-0.097574,210.0061235,98.63452544,-0.272889229,-0.276584,-0.352005,-0.37111,0.02142,7.4342,-0.828602,0.192485,0.78268,-0.111152
molecule_713,Train,CCOC(=O)C=[S](C)C,dimethylsulfoxide,C-Anion,15.85,-7.2,4,-4,2.6,0.6,-0.25258,0.06494,7.4002,-0.82152,0.25884,0.82432,-0.016327,241.9795814,145.0113217,-0.261226595,-0.2644,-0.216633,-0.34268,0.02303,7.2929,-0.979162,0.234909,1.007469,-0.020652
molecule_714,Train,C[S](C)=CC#N,dimethylsulfoxide,C-Anion,16.23,-7.2,4,-4,2.6,0.6,-0.24936,0.06341,11.0563,-0.85926,0.26033,0.82504,-0.020628,241.280335,144.8284888,-0.240241722,-0.243773,-0.196498,-0.33173,0.02535,11.565,-0.924563,0.233583,0.999803,-0.021416
molecule_715,Train,CCOC(=O)[CH-][S](C)(=O)=O,dimethylsulfoxide,C-Anion,18,-7.2,4,-4,2.6,0.6,-0.23113,0.10903,7.9469,-1.03633,0.25058,2.11418,-0.098078,161.840116,108.5658331,-0.264422055,-0.266451,-0.245786,-0.34647,0.06111,11.4766,-1.257975,0.25989,2.654712,-0.112179
molecule_716,Train,CCOC(=O)[CH-][S](C)=O,dimethylsulfoxide,C-Anion,20.61,-7.2,4,-4,2.6,0.6,-0.22408,0.10423,7.1123,-1.0827,0.23198,1.15444,-0.090594,176.7621134,123.0990788,-0.241738905,-0.244051,-0.241059,-0.29588,0.05285,9.6588,-0.986201,0.222677,1.130231,-0.103105
molecule_717,Train,[O-]C(=O)[C@@H]1CCCN1C2=CCCCC2,acetonitrile,C-Pi,18.86,-4.7,-4.7,-3.3,-0.3,4.3,-0.21238,0.08632,12.5149,-0.8373,0.23673,0.82784,-0.092444,154.6957996,94.52295676,-0.140851487,-0.097076,-0.111965,-0.2966,0.04797,13.9695,-0.835188,0.158062,0.71182,-0.109654
molecule_718,Train,C1CCC(=CC1)N2CCCC2,acetonitrile,C-Pi,16.42,-4.7,-4.7,-3.3,-0.3,4.3,-0.2257,0.08013,2.301,-0.53742,0.23903,0.21005,-0.003028,134.774672,96.77586,-0.176009731,-0.177652,-0.117414,-0.31302,0.04469,1.7282,-0.362485,0.154733,0.183003,-0.006573
molecule_719,Train,COC(=O)[C@@H]1CCCN1C2=CCCCC2,acetonitrile,C-Pi,14.96,-4.7,-4.7,-3.3,-0.3,4.3,-0.23792,0.05074,1.9552,-0.65513,0.24662,0.88735,-0.007495,219.4274252,95.63099913,-0.169764315,-0.171329,-0.107204,-0.31473,0.0094,1.175,-0.56328,0.178945,0.587097,-0.01206
molecule_72,Train,N1(CCOCC1)C2=CCCC2,dichloromethane,C-Pi,13.41,-0.7,-6.5,-1.3,1.3,2,-0.24579,0.07532,0.9307,-0.62842,0.23739,0.19825,-0.004299,131.013952,88.69282133,-0.173613864,-0.176232,-0.103465,-0.31195,0.04018,1.4782,-0.478351,0.158901,0.167793,-0.007486
molecule_720,Train,O=C1[N-]C=CC=C1,dimethylsulfoxide,N-SP2-anion,19.91,-7.2,4,-4,2.6,0.6,-0.21458,0.04899,6.9906,-0.81216,0.22195,0.61048,-0.092948,147.9653601,74.84783015,-0.225682005,-0.10754,-0.289952,-0.30941,0.01882,8.8371,-0.800825,0.175256,0.638144,-0.101915
molecule_723,Train,O=C1C=C[N-]C=C1,dimethylsulfoxide,N-SP2-anion,18.97,-7.2,4,-4,2.6,0.6,-0.22537,0.05605,2.7989,-0.79876,0.21395,0.42299,-0.087794,137.6639358,63.7616423,-0.2355866,-0.149762,-0.308602,-0.3152,0.01742,4.1025,-0.815754,0.177633,0.611288,-0.095208
molecule_726,Train,O=C1[N-][S](=O)(=O)c2ccccc12,acetonitrile,N-SP2-anion,10.78,-4.7,-4.7,-3.3,-0.3,4.3,-0.28433,-0.00685,11.6268,-0.99767,0.2517,2.29252,-0.088486,140.3901478,70.23619409,-0.235220116,-0.237563,-0.336256,-0.36537,-0.02344,14.3322,-1.064578,0.168985,2.508354,-0.099381
molecule_727,Train,C[S](C)=O,dimethylsulfoxide,O-Nucleophile,11.3,-7.2,4,-4,2.6,0.6,-0.29024,0.09201,5.3007,-1.02902,0.25163,1.1793,-0.011759,45.88893203,68.83339805,-0.356950206,-0.357554,-0.42747,-0.31464,0.03419,6.3454,-0.894113,0.207768,1.146081,-0.014765
molecule_728,Train,C[S](C)=CC(=O)c1ccc(Br)cc1,dimethylsulfoxide,C-Anion,13.78,-7.2,4,-4,2.6,0.6,-0.25569,-0.00954,10.7359,-0.75806,0.26169,0.82637,-0.018273,245.1585696,102.8683964,-0.242384644,-0.245442,-0.211148,-0.34156,-0.01523,10.4424,-0.955763,0.224811,0.99848,-0.020842
molecule_729,Train,C[S](C)=CC(=O)c1ccccc1,dimethylsulfoxide,C-Anion,13.95,-7.2,4,-4,2.6,0.6,-0.25369,-1.00E-05,9.1077,-0.75977,0.26144,0.82557,-0.018301,245.3266352,102.9280585,-0.244747837,-0.247776,-0.212289,-0.33958,-0.00118,8.8896,-0.956689,0.223273,0.994621,-0.02249
molecule_73,Train,CN(C1=CC=CC=C1)C2=CCCC2,dichloromethane,C-Pi,12.9,-0.7,-6.5,-1.3,1.3,2,-0.23465,0.02143,0.889,-0.51229,0.24087,0.1978,-0.003427,201.4248333,94.79368628,-0.156527412,-0.158325,-0.109155,-0.31114,0.00134,1.1678,-0.339207,0.169965,0.185672,-0.00507
molecule_730,Test,COc1ccc(cc1)C(=O)C=[S](C)C,dimethylsulfoxide,C-Anion,14.48,-7.2,4,-4,2.6,0.6,-0.25059,0.00754,9.9915,-0.76291,0.26064,0.82584,-0.021621,249.106989,109.6064628,-0.237433153,-0.240569,-0.215559,-0.33357,-0.00347,9.8293,-0.963825,0.22224,0.99133,-0.022237
molecule_731,Train,CN(C)c1ccc(cc1)C(=O)C=[S](C)C,dimethylsulfoxide,C-Anion,15.68,-7.2,4,-4,2.6,0.6,-0.236,0.01386,7.538,-0.7688,0.26005,0.82559,-0.022568,248.7602212,108.5427946,-0.115788159,-0.117355,-0.217212,-0.31056,-0.00101,6.8897,-0.96544,0.221489,0.98827,-0.023733
molecule_732,Train,C[S](C)=Cc1ccc(cc1)[N+]([O-])=O,dimethylsulfoxide,C-Anion,18.42,-7.2,4,-4,2.6,0.6,-0.22309,-0.03405,18.2817,-0.75612,0.26287,0.80638,-0.020005,249.4004464,148.1173144,-0.159660043,-0.162293,-0.192386,-0.30956,-0.03741,20.3749,-0.846777,0.221037,1.002222,-0.026252
molecule_733,Train,C[S](C)=Cc1ccc(cc1)C#N,dimethylsulfoxide,C-Anion,21.07,-7.2,4,-4,2.6,0.6,-0.21732,0.00314,16.4181,-0.75902,0.26047,0.80646,-0.017456,244.2349045,147.9290562,-0.153883749,-0.156433,-0.195631,-0.29619,-0.00399,15.1056,-0.898523,0.213813,0.97313,-0.017188
molecule_734,Train,C[S](C)(=C)=O,dimethylsulfoxide,C-Anion,21.29,-7.2,4,-4,2.6,0.6,-0.25708,0.0824,6.249,-1.10524,0.26599,1.74631,-0.013913,159.0021247,87.0711081,-0.333332061,-0.339874,-0.287437,-0.33101,0.07703,6.6409,-1.488214,0.252365,2.685105,-0.020486
molecule_735,Train,C[Si](C)(C)[Si](CC=C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Si,1.95,-0.7,-6.5,-1.3,1.3,2,-0.27736,0.03808,0.7786,-1.15737,0.25527,1.3501,-0.003134,105.3913066,71.72296927,-0.115851483,-0.041,-0.106809,-0.26763,0.00714,1.9906,-0.712269,0.185087,0.496867,-0.005495
molecule_736,Train,CC(=C)C[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Si,4.63,-0.7,-6.5,-1.3,1.3,2,-0.27752,0.03823,0.8744,-1.15817,0.25459,1.35461,-0.003162,111.1222331,70.06584454,-0.114126164,-0.036374,-0.11817,-0.26768,0.00686,0.8699,-0.712411,0.19134,0.497631,-0.006002
molecule_737,Train,CC(=C)O[Si]([Si](C)(C)C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Pi,6.04,-0.7,-6.5,-1.3,1.3,2,-0.26751,0.0248,0.9601,-1.16205,0.25156,1.32457,-0.003788,215.3292266,101.6049488,-0.103977236,-0.168231,-0.159164,-0.26084,-0.0079,3.6971,-0.713039,0.190866,0.561271,-0.007452
molecule_738,Train,C[Si](C)(C)[Si](OC1=CCCCC1)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Pi,5.07,-0.7,-6.5,-1.3,1.3,2,-0.25963,0.02612,0.9814,-1.16139,0.25053,1.32234,-0.005284,217.0775316,130.6480642,-0.12363384,-0.125066,-0.093411,-0.26017,-0.00741,3.4318,-0.712965,0.181404,0.556944,-0.003985
molecule_739,Train,C[Si](C)(C)[Si](OC=C)([Si](C)(C)C)[Si](C)(C)C,dichloromethane,C-Pi,4.01,-0.7,-6.5,-1.3,1.3,2,-0.26436,0.01947,2.6265,-1.15989,0.24942,1.32424,-0.004755,220.6920394,106.5865527,-0.121363277,-0.122534,-0.140988,-0.26103,-0.00759,2.9393,-0.714313,0.18475,0.562115,-0.005609
molecule_74,Train,CN(C1=CC=CC=C1)C2=CCCCC2,dichloromethane,C-Pi,10.73,-0.7,-6.5,-1.3,1.3,2,-0.24333,0.02836,2.4573,-0.53044,0.24352,0.19879,-0.003887,216.2288005,98.8070801,-0.138701197,-0.049247,-0.055753,-0.3087,0.00989,2.6752,-0.338008,0.172415,0.259376,-0.005914
molecule_740,Train,CN1CCN2CCN(C)c3cncc1c23,acetonitrile,N-SP2,16.65,-4.7,-4.7,-3.3,-0.3,4.3,-0.22692,0.03201,6.5951,-0.53702,0.23647,0.15092,-0.011101,148.4464954,65.04836036,-0.097049743,-0.074873,-0.220583,-0.30376,-0.00685,6.3344,-0.331595,0.181055,0.075358,-0.018247
molecule_741,Train,CCN1CCN2CCN(CC)c3cncc1c23,acetonitrile,N-SP2,16.81,-4.7,-4.7,-3.3,-0.3,4.3,-0.22635,0.03184,6.3421,-0.65464,0.23633,0.14133,-0.010819,135.55878,68.573827,-0.09457897,-0.069759,-0.219234,-0.30236,-0.00471,6.2379,-0.51684,0.18184,0.105895,-0.017421
molecule_742,Train,C1CN(Cc2ccccc2)c3cncc4N(CCN1c34)Cc5ccccc5,acetonitrile,N-SP2,17.69,-4.7,-4.7,-3.3,-0.3,4.3,-0.2297,0.01459,6.6016,-0.54488,0.24808,0.1538,-0.014507,157.4465678,75.93297338,-0.094102274,-0.070812,-0.219147,-0.30499,-0.01096,6.312,-0.298351,0.18247,0.105592,-0.018751
molecule_743,Train,CC(=O)N1CCN2CCN(C(C)=O)c3cncc1c23,acetonitrile,N-SP2,15.39,-4.7,-4.7,-3.3,-0.3,4.3,-0.25805,0.01137,14.5835,-0.73584,0.2513,0.76353,-0.023447,125.9684232,65.4684599,-0.117912776,-0.091516,-0.209821,-0.32004,-0.02201,16.2769,-0.627217,0.211679,0.667688,-0.031232
molecule_744,Train,O=C(N1CCN2CCN(C(=O)c3ccccc3)c4cncc1c24)c5ccccc5,acetonitrile,N-SP2,14.19,-4.7,-4.7,-3.3,-0.3,4.3,-0.25974,-0.01899,14.0807,-0.65131,0.25661,0.76059,-0.022941,140.9864564,64.74203204,-0.119435944,-0.084346,-0.207424,-0.32146,-0.0255,16.9371,-0.601743,0.196162,0.61032,-0.030548
molecule_75,Train,C/C(C)=C/N1CCOCC1,dichloromethane,C-Pi,10.04,-0.7,-6.5,-1.3,1.3,2,-0.23741,0.0728,0.6899,-0.66156,0.2382,0.00477,-0.00402,199.9278757,99.94589405,-0.147468172,-0.14228,-0.041917,-0.33253,0.03721,3.0369,-0.514958,0.17414,0.125782,-0.008271
molecule_76,Train,C=CN1C2=C(C=CC=C2)C3=C1C=CC=C3,dichloromethane,C-Pi,5.02,-0.7,-6.5,-1.3,1.3,2,-0.2561,-0.01266,1.1377,-0.45961,0.24659,0.20293,-0.005445,212.26858,83.0393251,-0.100649552,-0.101956,-0.109505,-0.30957,-0.02299,0.8426,-0.461153,0.179462,0.156,-0.004991
molecule_77,Train,CC(C)[Si](C(C)C)(C(C)C)N1C=CC=C1,dichloromethane,C-Pi,3.12,-0.7,-6.5,-1.3,1.3,2,-0.26489,0.0632,3.1361,-0.81358,0.2575,2.05517,-0.004346,217.6333792,107.756824,-0.176719111,-0.105765,-0.099287,-0.32667,0.0215,3.7543,-0.452517,0.167538,0.546376,-0.005149
molecule_78,Train,C1(C=CC=C2)=C2NC=C1,dichloromethane,C-Pi,5.55,-0.7,-6.5,-1.3,1.3,2,-0.25987,0.01469,2.9279,-0.58971,0.44113,0.16417,-0.006703,215.8791362,89.9403276,-0.131971515,-0.132965,-0.096953,-0.31966,-0.00455,2.6419,-0.293686,0.285829,0.057867,-0.005761
molecule_782,Train,CC([O-])=O,acetonitrile,O-Nucleophile,16.9,-4.7,-4.7,-3.3,-0.3,4.3,-0.26322,0.13619,4.3609,-0.84643,0.21585,0.82528,-0.102113,112.8290268,84.22879384,-0.283519251,-0.282797,-0.493897,-0.37116,0.07422,6.0356,-0.839302,0.187514,0.788711,-0.113741
molecule_785,Train,[O-]C(=O)c1ccccc1,acetonitrile,O-Nucleophile,16.82,-4.7,-4.7,-3.3,-0.3,4.3,-0.27696,0.02367,11.2188,-0.82619,0.23865,0.82852,-0.092958,132.1559853,83.94991697,-0.315697322,-0.314866,-0.454677,-0.36065,-0.00331,13.6151,-0.817429,0.156995,0.741222,-0.103907
molecule_787,Train,[O-]C(=O)c1ccc(cc1)[N+]([O-])=O,acetonitrile,O-Nucleophile,15.3,-4.7,-4.7,-3.3,-0.3,4.3,-0.28567,-0.04902,10.6539,-0.81452,0.26267,0.82831,-0.082853,132.002443,83.57710766,-0.313352813,-0.312543,-0.441917,-0.37861,-0.0574,11.4226,-0.779901,0.177541,0.851933,-0.093856
molecule_789,Train,[O-]C(=O)c1cc(cc(c1)[N+]([O-])=O)[N+]([O-])=O,acetonitrile,O-Nucleophile,14.9,-4.7,-4.7,-3.3,-0.3,4.3,-0.29382,-0.06148,10.704,-0.80676,0.29441,0.83422,-0.077566,134.6239767,83.15387405,-0.31257318,-0.311681,-0.431422,-0.38666,-0.06899,11.91,-0.77954,0.196879,0.86995,-0.088242
molecule_79,Train,CN1C2=C(C=CC=C2)C=C1,dichloromethane,C-Pi,5.75,-0.7,-6.5,-1.3,1.3,2,-0.25611,0.01386,3.2219,-0.44353,0.24322,0.17229,-0.005718,197.3117895,89.82558427,-0.140079589,-0.140544,-0.098095,-0.31352,-0.00321,3.5811,-0.315687,0.173389,0.041008,-0.005776
molecule_791,Train,COC([O-])=O,acetonitrile,O-Nucleophile,16.03,-4.7,-4.7,-3.3,-0.3,4.3,-0.27639,0.13593,5.847,-0.84566,0.18534,1.06528,-0.10008,55.26503212,82.89754818,-0.388015806,-0.386589,-0.4756,-0.39947,0.06766,6.831,-0.775516,0.146416,0.831782,-0.108374
molecule_792,Train,C1CSC2=NCCN2C1,dichloromethane,N-SP2,13,-0.7,-6.5,-1.3,1.3,2,-0.26875,0.05193,5.6106,-0.60318,0.26132,0.33495,-0.008066,159.7832204,81.95738774,-0.186565605,-0.187773,-0.260729,-0.33733,-0.00693,6.2577,-0.429719,0.180404,0.231624,-0.012689
molecule_793,Train,C1CN2CCN=C2S1,dichloromethane,N-SP2,12.98,-0.7,-6.5,-1.3,1.3,2,-0.26247,0.06445,5.6807,-0.62517,0.25074,0.34876,-0.007838,146.7407631,77.5164143,-0.199258392,-0.200487,-0.275373,-0.32552,-0.01618,8.1182,-0.494633,0.185242,0.278626,-0.011615
molecule_794,Train,C1CN2C(=N1)Sc3ccccc23,dichloromethane,N-SP2,13.42,-0.7,-6.5,-1.3,1.3,2,-0.24747,0.01342,4.1667,-0.59363,0.25011,0.3406,-0.007084,145.7656945,76.62645265,-0.147833843,-0.143681,-0.263194,-0.31389,-0.02043,5.2052,-0.427425,0.18173,0.271437,-0.009188
molecule_795,Train,C1CSC2=NCCCN2C1,dichloromethane,N-SP2,14.1,-0.7,-6.5,-1.3,1.3,2,-0.26707,0.05514,5.6653,-0.62571,0.25868,0.36958,-0.00808,236.572108,93.62383331,-0.180166575,-0.180455,-0.256919,-0.3332,-0.00153,6.3309,-0.466527,0.178065,0.282389,-0.013106
molecule_796,Train,C1CN=C2SCCN2C1,dichloromethane,N-SP2,14.45,-0.7,-6.5,-1.3,1.3,2,-0.27371,0.06411,5.4435,-0.61782,0.25851,0.36815,-0.007592,160.2501263,87.80480423,-0.192649121,-0.193972,-0.256685,-0.33811,-0.01064,6.9791,-0.45222,0.182756,0.272719,-0.011683
